|DocCount|IDF
destiny|1|9.743788173778453
dollar73|3|8.645175885110344
belies|2|9.050640993218508
looming|22|6.652745720420137
performance|6|7.952028704550398
vedanta|3|8.645175885110344
ltd|1|9.743788173778453
copper|587|3.3687633539503565
fourfold|1|9.743788173778453
ft|17|6.910574829722237
reader|1|9.743788173778453
pricing|8|7.664346632098617
debate|25|6.524912348910252
elect|1|9.743788173778453
outline|3|8.645175885110344
tide|2|9.050640993218508
enis|6|7.952028704550398
66|3|8.645175885110344
bhps|1|9.743788173778453
dollar25bn|6|7.952028704550398
suspend|3|8.645175885110344
red|14|7.1047308441631944
shipment|16|6.971199451538672
dollar2tn|5|8.134350261344352
tougher|2|9.050640993218508
engagement|1|9.743788173778453
frontier|15|7.035737972676243
exxonmobils|4|8.357493812658563
darren|1|9.743788173778453
openness|1|9.743788173778453
consortium|4|8.357493812658563
recovers|20|6.748055900224462
severe|4|8.357493812658563
dollar17bn|3|8.645175885110344
arclight|1|9.743788173778453
peabody|1|9.743788173778453
dollar20m|2|9.050640993218508
tooil|2|9.050640993218508
upbeat|37|6.1328702611342285
testimony|1|9.743788173778453
globally|5|8.134350261344352
buck|4|8.357493812658563
farm|1|9.743788173778453
disrupter|1|9.743788173778453
2036|2|9.050640993218508
aussie|1|9.743788173778453
spare|13|7.178838816316916
stretched|3|8.645175885110344
arrest|5|8.134350261344352
10m|1|9.743788173778453
deliver|5|8.134350261344352
hour|2|9.050640993218508
aliko|1|9.743788173778453
dangote|1|9.743788173778453
richest|3|8.645175885110344
pompeo|2|9.050640993218508
japan|35|6.188440112289039
idemitsu|1|9.743788173778453
showa|1|9.743788173778453
merge|5|8.134350261344352
audacious|1|9.743788173778453
dock|1|9.743788173778453
decom|1|9.743788173778453
58bn|1|9.743788173778453
decommissioning|3|8.645175885110344
namibia|1|9.743788173778453
equatorial|2|9.050640993218508
amnesty|2|9.050640993218508
greeted|1|9.743788173778453
sceptism|1|9.743788173778453
firm|102|5.118815360494182
superfluous|1|9.743788173778453
threatened|8|7.664346632098617
where|30|6.342590792116297
renews|2|9.050640993218508
swap|8|7.664346632098617
glasenbergs|1|9.743788173778453
reiterates|2|9.050640993218508
readiness|1|9.743788173778453
through|11|7.345892900980083
dollar75|9|7.546563596442233
upheaval|2|9.050640993218508
temporary|4|8.357493812658563
listed|3|8.645175885110344
maximise|1|9.743788173778453
winning|14|7.1047308441631944
mike|3|8.645175885110344
muller|2|9.050640993218508
ecb|26|6.485691635756971
endures|1|9.743788173778453
law|4|8.357493812658563
macri|1|9.743788173778453
unnerve|1|9.743788173778453
prosecutes|1|9.743788173778453
timor|2|9.050640993218508
spying|1|9.743788173778453
whistleblower|1|9.743788173778453
gem|2|9.050640993218508
shuts|9|7.546563596442233
citing|3|8.645175885110344
regulatory|2|9.050640993218508
perspective|1|9.743788173778453
intensify|7|7.79787802472314
greenlights|3|8.645175885110344
dollar74|4|8.357493812658563
daily|7|7.79787802472314
privately|1|9.743788173778453
scupper|3|8.645175885110344
worse|6|7.952028704550398
thought|7|7.79787802472314
saudia|1|9.743788173778453
resists|4|8.357493812658563
800|5|8.134350261344352
000|44|5.959598539860192
additional|4|8.357493812658563
kick|8|7.664346632098617
adollar5bn|1|9.743788173778453
viva|2|9.050640993218508
retaliatory|2|9.050640993218508
catastrophic|3|8.645175885110344
epochal|1|9.743788173778453
proportion|1|9.743788173778453
armed|1|9.743788173778453
loading|3|8.645175885110344
belt|2|9.050640993218508
road|6|7.952028704550398
dismay|2|9.050640993218508
pakistan|4|8.357493812658563
province|3|8.645175885110344
harness|1|9.743788173778453
analysis|4|8.357493812658563
ensure|1|9.743788173778453
50|13|7.178838816316916
sting|2|9.050640993218508
declining|13|7.178838816316916
aspiring|1|9.743788173778453
finance|163|4.650037972971691
pours|2|9.050640993218508
social|2|9.050640993218508
prayer|1|9.743788173778453
lgim|1|9.743788173778453
activism|1|9.743788173778453
offavour|1|9.743788173778453
pope|1|9.743788173778453
tackle|4|8.357493812658563
exploring|1|9.743788173778453
fug|1|9.743788173778453
platts|32|6.278052270978726
event|11|7.345892900980083
dollar136bn|1|9.743788173778453
stimulus|31|6.309800969293307
secrecy|2|9.050640993218508
hellish|1|9.743788173778453
motorist|2|9.050640993218508
prof|3|8.645175885110344
await|16|6.971199451538672
efficiency|8|7.664346632098617
want|19|6.799349194612013
alive|1|9.743788173778453
dollar11|1|9.743788173778453
speaks|2|9.050640993218508
loudest|1|9.743788173778453
dollar92bn|1|9.743788173778453
shortfall|4|8.357493812658563
sand|63|5.600653447386921
centered|1|9.743788173778453
anchor|1|9.743788173778453
mull|13|7.178838816316916
populist|3|8.645175885110344
fade|19|6.799349194612013
shadow|4|8.357493812658563
mixed|71|5.481108296737138
cripple|7|7.79787802472314
decliners|1|9.743788173778453
1m|4|8.357493812658563
laggard|1|9.743788173778453
hamstrung|1|9.743788173778453
reducing|4|8.357493812658563
explore|4|8.357493812658563
faller|1|9.743788173778453
me|2|9.050640993218508
ish|1|9.743788173778453
santos|12|7.2588815239904525
rejection|3|8.645175885110344
dollar109bn|2|9.050640993218508
rejecting|1|9.743788173778453
messy|1|9.743788173778453
workforce|3|8.645175885110344
dead|12|7.2588815239904525
proceed|1|9.743788173778453
your|13|7.178838816316916
eyeing|7|7.79787802472314
unveils|4|8.357493812658563
community|1|9.743788173778453
considers|14|7.1047308441631944
dig|4|8.357493812658563
ownership|3|8.645175885110344
visa|1|9.743788173778453
walk|1|9.743788173778453
unintended|2|9.050640993218508
milan|1|9.743788173778453
package|5|8.134350261344352
urged|2|9.050640993218508
multi|18|6.853416415882289
dollar20bn|4|8.357493812658563
flurry|1|9.743788173778453
promote|2|9.050640993218508
hovers|21|6.69926573605503
sham|1|9.743788173778453
pullout|1|9.743788173778453
constrain|1|9.743788173778453
hamper|3|8.645175885110344
mining|6|7.952028704550398
sliding|7|7.79787802472314
boon|6|7.952028704550398
dollar78|2|9.050640993218508
ascent|1|9.743788173778453
braced|4|8.357493812658563
bofa|2|9.050640993218508
sued|1|9.743788173778453
9th|6|7.952028704550398
react|7|7.79787802472314
session|35|6.188440112289039
withdraws|3|8.645175885110344
putt|1|9.743788173778453
option|14|7.1047308441631944
petroyuan|1|9.743788173778453
circle|2|9.050640993218508
kinder|3|8.645175885110344
flag|6|7.952028704550398
purchase|8|7.664346632098617
141|1|9.743788173778453
shareholding|1|9.743788173778453
those|2|9.050640993218508
obituary|1|9.743788173778453
48|3|8.645175885110344
listen|2|9.050640993218508
scepticism|5|8.134350261344352
tesla|2|9.050640993218508
depth|3|8.645175885110344
proof|1|9.743788173778453
paying|5|8.134350261344352
netanyahus|2|9.050640993218508
announcement|8|7.664346632098617
andeavor|1|9.743788173778453
star|3|8.645175885110344
crescent|3|8.645175885110344
rigorous|1|9.743788173778453
provoking|1|9.743788173778453
rebuilding|1|9.743788173778453
disaster|11|7.345892900980083
16|20|6.748055900224462
mr|1|9.743788173778453
helge|2|9.050640993218508
lund|3|8.645175885110344
singing|1|9.743788173778453
buoyed|15|7.035737972676243
chooses|1|9.743788173778453
turbulent|2|9.050640993218508
41|3|8.645175885110344
statoil|21|6.69926573605503
message|3|8.645175885110344
cambridge|1|9.743788173778453
insane|1|9.743788173778453
challenging|4|8.357493812658563
writes|1|9.743788173778453
milestone|1|9.743788173778453
tipping|3|8.645175885110344
artificially|2|9.050640993218508
citic|3|8.645175885110344
cefcs|1|9.743788173778453
czech|1|9.743788173778453
lifted|8|7.664346632098617
metal|93|5.211188680625197
arabian|1|9.743788173778453
infighting|2|9.050640993218508
avoiding|1|9.743788173778453
curse|6|7.952028704550398
glow|4|8.357493812658563
past|18|6.853416415882289
lie|7|7.79787802472314
damn|2|9.050640993218508
charticles|1|9.743788173778453
dollar524m|1|9.743788173778453
lpg|1|9.743788173778453
erode|3|8.645175885110344
complex|9|7.546563596442233
gig|1|9.743788173778453
agm|1|9.743788173778453
motion|3|8.645175885110344
birth|1|9.743788173778453
chemchina|1|9.743788173778453
rusal|2|9.050640993218508
advance|30|6.342590792116297
declare|3|8.645175885110344
bubble|7|7.79787802472314
dynamic|5|8.134350261344352
detection|1|9.743788173778453
satellite|1|9.743788173778453
wrtsil|1|9.743788173778453
zealand|5|8.134350261344352
shocked|2|9.050640993218508
ask|3|8.645175885110344
hull|2|9.050640993218508
intercepted|1|9.743788173778453
perennial|1|9.743788173778453
goldilocks|3|8.645175885110344
dollar7196|1|9.743788173778453
11th|2|9.050640993218508
normally|1|9.743788173778453
safely|1|9.743788173778453
develop|8|7.664346632098617
trim|34|6.217427649162292
blocked|2|9.050640993218508
pe|1|9.743788173778453
breach|4|8.357493812658563
quick|4|8.357493812658563
offering|2|9.050640993218508
faithful|1|9.743788173778453
believer|2|9.050640993218508
thriving|1|9.743788173778453
ignore|6|7.952028704550398
discovers|2|9.050640993218508
80bn|1|9.743788173778453
poised|32|6.278052270978726
divided|6|7.952028704550398
breakout|2|9.050640993218508
tempts|1|9.743788173778453
adollar135bn|1|9.743788173778453
kremlin|2|9.050640993218508
warn|10|7.441203080784407
mlps|2|9.050640993218508
taxing|1|9.743788173778453
situation|2|9.050640993218508
complaint|2|9.050640993218508
vies|1|9.743788173778453
expanded|2|9.050640993218508
influence|9|7.546563596442233
14|27|6.447951307774124
clout|1|9.743788173778453
lagos|1|9.743788173778453
little|32|6.278052270978726
respite|5|8.134350261344352
embargo|12|7.2588815239904525
wipe|4|8.357493812658563
co|9|7.546563596442233
eighteen|1|9.743788173778453
quest|1|9.743788173778453
cnpc|6|7.952028704550398
bellwether|1|9.743788173778453
attracts|3|8.645175885110344
peaking|2|9.050640993218508
pick|16|6.971199451538672
dollar450m|1|9.743788173778453
overtakes|4|8.357493812658563
reversal|5|8.134350261344352
playbook|1|9.743788173778453
rethink|2|9.050640993218508
anew|2|9.050640993218508
multinationals|1|9.743788173778453
unscathed|1|9.743788173778453
thank|2|9.050640993218508
pleasure|1|9.743788173778453
jolted|1|9.743788173778453
faster|8|7.664346632098617
indigestion|1|9.743788173778453
jitter|11|7.345892900980083
dare|2|9.050640993218508
egypt|24|6.565734343430507
mubadala|1|9.743788173778453
54bn|1|9.743788173778453
forty|8|7.664346632098617
wait|9|7.546563596442233
ceraweek|2|9.050640993218508
hess|6|7.952028704550398
confidence|14|7.1047308441631944
criticise|1|9.743788173778453
reasoning|1|9.743788173778453
wasting|2|9.050640993218508
dollar16tn|1|9.743788173778453
dollar420bn|1|9.743788173778453
dis|1|9.743788173778453
lack|11|7.345892900980083
understanding|2|9.050640993218508
rip|3|8.645175885110344
cushing|10|7.441203080784407
trial|4|8.357493812658563
aluminium|26|6.485691635756971
steel|6|7.952028704550398
scramble|7|7.79787802472314
noble|7|7.79787802472314
greatly|2|9.050640993218508
exaggerated|3|8.645175885110344
spoil|2|9.050640993218508
syrian|6|7.952028704550398
igor|1|9.743788173778453
powerful|1|9.743788173778453
oligarch|3|8.645175885110344
facing|10|7.441203080784407
swiss|7|7.79787802472314
slash|18|6.853416415882289
gunmakers|1|9.743788173778453
fundamental|30|6.342590792116297
matter|14|7.1047308441631944
breed|1|9.743788173778453
guest|1|9.743788173778453
petro|9|7.546563596442233
assignat|1|9.743788173778453
age|11|7.345892900980083
abundance|1|9.743788173778453
deploys|1|9.743788173778453
forge|2|9.050640993218508
2030s|2|9.050640993218508
contribute|1|9.743788173778453
instability|5|8.134350261344352
optimistic|9|7.546563596442233
rebalance|6|7.952028704550398
vista|2|9.050640993218508
seal|3|8.645175885110344
dollar700m|1|9.743788173778453
swagger|2|9.050640993218508
knock|5|8.134350261344352
spring|7|7.79787802472314
formalise|1|9.743788173778453
rather|2|9.050640993218508
tighten|15|7.035737972676243
early|105|5.089827823620929
offloading|1|9.743788173778453
ecuador|5|8.134350261344352
eurobonds|1|9.743788173778453
correa|2|9.050640993218508
exiting|1|9.743788173778453
cluff|1|9.743788173778453
cheaper|6|7.952028704550398
concession|4|8.357493812658563
ongc|5|8.134350261344352
26|11|7.345892900980083
restarts|4|8.357493812658563
mifid|2|9.050640993218508
night|2|9.050640993218508
aside|2|9.050640993218508
666|1|9.743788173778453
omen|1|9.743788173778453
impending|2|9.050640993218508
refined|107|5.070959339316547
quadruple|4|8.357493812658563
diplomacy|2|9.050640993218508
profitability|3|8.645175885110344
remarkable|2|9.050640993218508
buoyant|2|9.050640993218508
withstand|2|9.050640993218508
height|2|9.050640993218508
1970|1|9.743788173778453
foray|1|9.743788173778453
fivefold|3|8.645175885110344
indecision|2|9.050640993218508
shroud|1|9.743788173778453
pipemaker|2|9.050640993218508
honour|1|9.743788173778453
sight|7|7.79787802472314
aged|1|9.743788173778453
renaissance|4|8.357493812658563
lasting|2|9.050640993218508
dollar71|2|9.050640993218508
hyped|1|9.743788173778453
plain|1|9.743788173778453
falih|2|9.050640993218508
kazakh|10|7.441203080784407
pave|2|9.050640993218508
bankrupt|3|8.645175885110344
sound|3|8.645175885110344
disturb|2|9.050640993218508
minicab|1|9.743788173778453
brighter|3|8.645175885110344
overtake|8|7.664346632098617
friday|22|6.652745720420137
19th|5|8.134350261344352
sunken|1|9.743788173778453
100|24|6.565734343430507
sq|1|9.743788173778453
km|1|9.743788173778453
fixation|1|9.743788173778453
timing|3|8.645175885110344
misguided|2|9.050640993218508
betting|5|8.134350261344352
having|1|9.743788173778453
cake|13|7.178838816316916
eating|1|9.743788173778453
maduros|5|8.134350261344352
cryptocurrency|3|8.645175885110344
met|3|8.645175885110344
asymptotic|1|9.743788173778453
16th|1|9.743788173778453
horizon|7|7.79787802472314
tracking|3|8.645175885110344
system|3|8.645175885110344
engine|1|9.743788173778453
health|2|9.050640993218508
encouraged|1|9.743788173778453
mind|2|9.050640993218508
listing|11|7.345892900980083
ii|2|9.050640993218508
dec|24|6.565734343430507
florida|3|8.645175885110344
closer|11|7.345892900980083
distillate|7|7.79787802472314
mode|5|8.134350261344352
firmer|8|7.664346632098617
footing|3|8.645175885110344
11m|2|9.050640993218508
frigid|1|9.743788173778453
rapid|3|8.645175885110344
flying|2|9.050640993218508
robust|9|7.546563596442233
investigating|1|9.743788173778453
outage|23|6.608293957849304
peg|1|9.743788173778453
lite|1|9.743788173778453
japanese|4|8.357493812658563
sparkling|1|9.743788173778453
dollar68|2|9.050640993218508
history|6|7.952028704550398
manufacturing|11|7.345892900980083
underpin|2|9.050640993218508
sistema|5|8.134350261344352
introduce|1|9.743788173778453
vat|1|9.743788173778453
pyongyang|1|9.743788173778453
breaking|9|7.546563596442233
nelson|1|9.743788173778453
effect|14|7.1047308441631944
clarity|3|8.645175885110344
peer|2|9.050640993218508
chip|1|9.743788173778453
learning|1|9.743788173778453
rhythm|1|9.743788173778453
30m|1|9.743788173778453
tonne|5|8.134350261344352
warms|3|8.645175885110344
dollar200m|1|9.743788173778453
invokes|1|9.743788173778453
majeure|6|7.952028704550398
declares|3|8.645175885110344
